Object_size, Total_Ptrs, Uniq_Ptrs, Duplicate_Ptrs
512, 11058, 2117, 8941, 1956
512, 10286, 2118, 8168, 1260
512, 9364, 2131, 7233, 786
512, 13356, 2132, 11224, 931
512, 10080, 2139, 7941, 102
512, 10033, 2143, 7890, 48
512, 10025, 2147, 7878, 1573
512, 10204, 2148, 8056, 1236
512, 11119, 2149, 8970, 470
512, 8844, 2158, 6686, 4
512, 11556, 2159, 9397, 1104
512, 9401, 2173, 7228, 57
512, 10345, 2181, 8164, 7
512, 11514, 2184, 9330, 1078
512, 8494, 2198, 6296, 99
512, 10687, 2200, 8487, 431
512, 10115, 2207, 7908, 1282
512, 8855, 2218, 6637, 68
512, 9356, 2221, 7135, 34
512, 10284, 2224, 8060, 262
512, 14029, 2231, 11798, 187
512, 9403, 2236, 7167, 1420
512, 13547, 2241, 11306, 238
512, 10697, 2256, 8441, 32
512, 12098, 2271, 9827, 1223
512, 9415, 2272, 7143, 92
512, 9839, 2295, 7544, 39
512, 13917, 2316, 11601, 2704
512, 11911, 2362, 9549, 111
512, 8362, 2376, 5986, 382
512, 10097, 2380, 7717, 497
512, 9724, 2391, 7333, 1357
512, 10470, 2393, 8077, 45
512, 12191, 2398, 9793, 2211
512, 8806, 2400, 6406, 310
512, 15394, 2411, 12983, 141
512, 8958, 2458, 6500, 64
512, 9267, 2504, 6763, 2061
512, 10141, 2514, 7627, 46
512, 11920, 2528, 9392, 1437
512, 10999, 2561, 8438, 129
512, 13471, 2583, 10888, 145
512, 13305, 2644, 10661, 1037
512, 16048, 2663, 13385, 475
512, 13666, 2705, 10961, 955
512, 8544, 2728, 5816, 105
512, 12802, 2740, 10062, 229
512, 8984, 2755, 6229, 17
512, 11155, 2761, 8394, 153
512, 10979, 2765, 8214, 109
512, 11058, 2893, 8165, 212
512, 10994, 2899, 8095, 133
512, 10984, 2904, 8080, 148
512, 8492, 2932, 5560, 25
512, 11254, 2949, 8305, 145
512, 12141, 3007, 9134, 84
512, 11068, 3013, 8055, 144
512, 10780, 3018, 7762, 168
512, 10985, 3030, 7955, 184
512, 10923, 3034, 7889, 201
512, 11088, 3036, 8052, 77
512, 11071, 3039, 8032, 90
512, 10892, 3042, 7850, 1063
512, 11046, 3054, 7992, 197
512, 8393, 3082, 5311, 32
512, 10912, 3085, 7827, 92
512, 11142, 3086, 8056, 270
512, 10933, 3087, 7846, 52
512, 11054, 3103, 7951, 140
512, 8403, 3155, 5248, 13
512, 10947, 3165, 7782, 191
512, 10961, 3165, 7796, 229
512, 11009, 3177, 7832, 1328
512, 8349, 3178, 5171, 1314
512, 10835, 3184, 7651, 215
512, 11181, 3189, 7992, 81
512, 8395, 3193, 5202, 13
512, 10975, 3197, 7778, 170
512, 8393, 3207, 5186, 11
512, 10557, 3230, 7327, 280
512, 10863, 3230, 7633, 262
512, 10940, 3257, 7683, 126
512, 8388, 3261, 5127, 20
512, 8366, 3266, 5100, 15
512, 8369, 3272, 5097, 18
512, 10709, 3278, 7431, 1527
512, 8372, 3278, 5094, 59
512, 11039, 3288, 7751, 108
512, 8375, 3298, 5077, 21
512, 8386, 3298, 5088, 15
512, 10877, 3301, 7576, 134
512, 8389, 3332, 5057, 37
512, 8388, 3340, 5048, 1362
512, 8360, 3342, 5018, 31
512, 8403, 3358, 5045, 42
512, 8369, 3360, 5009, 37
512, 8351, 3367, 4984, 10
512, 10951, 3371, 7580, 1105
512, 8382, 3374, 5008, 12
512, 8384, 3375, 5009, 2
512, 8382, 3376, 5006, 21
512, 8405, 3380, 5025, 21
512, 8384, 3381, 5003, 1352
512, 10932, 3383, 7549, 72
512, 8378, 3388, 4990, 21
512, 10943, 3395, 7548, 82
512, 8358, 3399, 4959, 21
512, 8409, 3404, 5005, 26
512, 8389, 3410, 4979, 11
512, 8368, 3417, 4951, 1379
512, 8374, 3420, 4954, 1377
512, 8720, 3421, 5299, 63
512, 8365, 3423, 4942, 23
512, 8831, 3433, 5398, 63
512, 8379, 3440, 4939, 1392
512, 8369, 3443, 4926, 2
512, 9544, 3452, 6092, 156
512, 8380, 3471, 4909, 28
512, 8364, 3475, 4889, 23
512, 10925, 3480, 7445, 1140
512, 8387, 3515, 4872, 20
512, 9261, 3521, 5740, 1382
512, 8375, 3573, 4802, 26
512, 8378, 3575, 4803, 34
512, 9155, 3590, 5565, 14
512, 10018, 3599, 6419, 63
512, 10063, 3607, 6456, 48
512, 8390, 3620, 4770, 0
512, 8900, 3636, 5264, 63
512, 9002, 3637, 5365, 156
512, 9374, 3647, 5727, 31
512, 8776, 3659, 5117, 64
512, 8374, 3663, 4711, 8
512, 8864, 3765, 5099, 1424
512, 9146, 3793, 5353, 1530
512, 8395, 3822, 4573, 41
512, 8793, 3843, 4950, 63
512, 9137, 3870, 5267, 8
512, 8817, 3948, 4869, 64
512, 9419, 3992, 5427, 1404
512, 8825, 4043, 4782, 63
512, 9441, 4065, 5376, 125
512, 9380, 4082, 5298, 126
512, 9380, 4123, 5257, 125
512, 9446, 4193, 5253, 67
512, 8713, 4213, 4500, 63
512, 8792, 4216, 4576, 63
512, 9210, 4235, 4975, 45
512, 8946, 4347, 4599, 64
512, 8947, 4380, 4567, 64
512, 8876, 4394, 4482, 52
512, 9034, 4522, 4512, 63
512, 13528, 4606, 8922, 509
512, 8948, 4608, 4340, 1339
512, 9303, 4734, 4569, 4
512, 9672, 4890, 4782, 33
512, 11151, 4952, 6199, 84
512, 13883, 5494, 8389, 288
512, 9882, 5740, 4142, 150
512, 12400, 7810, 4590, 6934
1024, 11476, 25, 11451, 0
1024, 11166, 978, 10188, 1393
1024, 11810, 1033, 10777, 3974
1024, 12625, 1541, 11084, 1289
1024, 9925, 1825, 8100, 1086
1024, 10374, 1902, 8472, 1493
1024, 12454, 2029, 10425, 3248
1024, 9913, 2067, 7846, 83
1024, 11899, 2474, 9425, 1080
1024, 12245, 2756, 9489, 204
2048, 12278, 12, 12266, 1363
2048, 12278, 12, 12266, 1363
2048, 12278, 12, 12266, 1363
2048, 12278, 12, 12266, 1363
2048, 12278, 12, 12266, 1363
2048, 12278, 12, 12266, 1363
2048, 12278, 12, 12266, 1363
2048, 23143, 181, 22962, 24
2048, 11608, 905, 10703, 1766
2048, 10710, 1555, 9155, 1204
2048, 13770, 2070, 11700, 28
2048, 10398, 2134, 8264, 297
4096, 22900, 417, 22483, 180
4096, 10508, 2865, 7643, 1818
4096, 12551, 3666, 8885, 508
8192, 9886, 2460, 7426, 6343
8192, 13038, 7348, 5690, 523
8192, 18569, 10048, 8521, 1883
8192, 23601, 13898, 9703, 2036
